Product Type,Marketing Category,Application Number or Monograph ID,Ingredient List,Non Proprietary Name,Proprietary Name,Labeler Name,NDC,Date_Inactive,Date_reactivated,links,ct_applications,ct_rows,prod_type_short
OTC TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA095735,MONENSIN,MONENSIN,Rumensin 90,Elanco US Inc.,"58198-1825-1,58198-1825-2,58198-1825-3",,,https://www.accessdata.fda.gov/spl/data/5badd947-1c2f-48fc-8f86-f65773168174/5badd947-1c2f-48fc-8f86-f65773168174.xml,1,3,OTC - Feed
OTC TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA140863,RACTOPAMINE HYDROCHLORIDE,RACTOPAMINE HYDROCHLORIDE,Paylean 45,Elanco US Inc.,58198-0610-9,,,https://www.accessdata.fda.gov/spl/data/5adb8f58-7302-4fe0-867e-02309568599f/5adb8f58-7302-4fe0-867e-02309568599f.xml,1,1,OTC - Feed
OTC TYPE A MEDICATED ARTICLE ANIMAL DRUG,NADA,NADA141221,RACTOPAMINE HYDROCHLORIDE,RACTOPAMINE HYDROCHLORIDE,Optaflexx 45,Elanco US Inc.,58198-0630-9,,,https://www.accessdata.fda.gov/spl/data/f0d938a7-260b-43e3-b0c7-0d9103656cda/f0d938a7-260b-43e3-b0c7-0d9103656cda.xml,1,1,OTC - Feed
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200008,OXYTETRACYCLINE,OXYTETRACYCLINE,Bio-Mycin 200,Boehringer Ingelheim Animal Health USA Inc.,"0010-4753-01,0010-4753-02,0010-4753-03",,,https://www.accessdata.fda.gov/spl/data/0023cab1-4586-4d1e-b6e3-40ce327e1659/0023cab1-4586-4d1e-b6e3-40ce327e1659.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200026,OXYTETRACYCLINE HYDROCHLORIDE,OXYTETRACYCLINE HYDROCHLORIDE,Pennox 343,Pharmgate Animal Health,51429-343-02,,,https://www.accessdata.fda.gov/spl/data/edc066f2-a2cb-4a6c-925f-37bb91c61479/edc066f2-a2cb-4a6c-925f-37bb91c61479.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200029,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE INJECTION,Ketamine Hydrochloride,Cronus Pharma LLC,69043-063-01,,,https://www.accessdata.fda.gov/spl/data/a5622b45-08f4-4172-ac5c-ee62961348ec/a5622b45-08f4-4172-ac5c-ee62961348ec.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200030,SULFADIMETHOXINE,SULFADIMETHOXINE CONCENTRATED SOLUTION 12.5%,Di-Methox Concentrated Solution 12.5%,"Huvepharma, Inc",23243-3700-7,,,https://www.accessdata.fda.gov/spl/data/5286efc3-c120-4052-8f93-e65aa9277b07/5286efc3-c120-4052-8f93-e65aa9277b07.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200030,SULFADIMETHOXINE,SULFADIMETHOXINE CONCENTRATED SOLUTION 12.5%,Sulfadimethoxine,"MWI Veterinary Supply, Inc.",13985-751-01,,,https://www.accessdata.fda.gov/spl/data/32d320a3-c96b-4b41-b83d-c188f7d3166a/32d320a3-c96b-4b41-b83d-c188f7d3166a.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200030,SULFADIMETHOXINE,SULFADIMETHOXINE SOLUTION 12.5%,Sulfadimethoxine Concentrated Solution 12.5%,"Aspen Veterinary Resources, Ltd",46066-555-93,,,https://www.accessdata.fda.gov/spl/data/5c16ee9f-51f1-4519-955c-2d136d92218d/5c16ee9f-51f1-4519-955c-2d136d92218d.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200038,SULFADIMETHOXINE,SULFADIMETHOXINE,DI-METHOX,"Huvepharma, Inc",23243-0410-5,,,https://www.accessdata.fda.gov/spl/data/719045d2-c223-48d5-b36b-b3d94cea0ef6/719045d2-c223-48d5-b36b-b3d94cea0ef6.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200038,SULFADIMETHOXINE,SULFADIMETHOXINE,SULFADIMETHOXINE 40%,"Aspen Veterinary Resources, Ltd.",46066-552-04,,,https://www.accessdata.fda.gov/spl/data/e793b087-9f82-4eab-80bf-a1574e03a21b/e793b087-9f82-4eab-80bf-a1574e03a21b.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200069,GONADORELIN DIACETATE TETRAHYDRATE,GONADORELIN,OvaCyst,"Bimeda, Inc.",61133-4002-1,,,https://www.accessdata.fda.gov/spl/data/0a929f54-5d8a-491a-b327-be7100e71b29/0a929f54-5d8a-491a-b327-be7100e71b29.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200073,KETAMINE HYDROCHLORIDE,KETAMINE HYDROCHLORIDE,Ketamine Hydrochloride,Dechra Veterinary Products LLC,17033-101-10,,,https://www.accessdata.fda.gov/spl/data/e78cd2c0-5dde-4f93-8b2d-4e941754d880/e78cd2c0-5dde-4f93-8b2d-4e941754d880.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200128,OXYTETRACYCLINE,OXYTETRACYCLINE,AGRIMYCIN 200,Huvepharma Inc,"23243-7430-4,23243-7430-5,23243-7430-6",,,https://www.accessdata.fda.gov/spl/data/59a8c42c-9ac3-48d0-a73b-f74d7ba4f68e/59a8c42c-9ac3-48d0-a73b-f74d7ba4f68e.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200128,OXYTETRACYCLINE,OXYTETRACYCLINE,TERRA-VET 200,"Aspen Veterinary Resources, Ltd","46066-553-03,46066-553-04,46066-553-05",,,https://www.accessdata.fda.gov/spl/data/985a9bc9-7793-4cee-adec-c7e31a76b2ad/985a9bc9-7793-4cee-adec-c7e31a76b2ad.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200128,OXYTETRACYCLINE,OXYTETRACYCLINE,VETRIMYCIN 200,"MWI Veterinary Supply, Inc.","13985-944-10,13985-944-25,13985-944-50",,,https://www.accessdata.fda.gov/spl/data/ab57763a-29b1-4b86-8aec-836e8c41e3f3/ab57763a-29b1-4b86-8aec-836e8c41e3f3.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200144,OXYTETRACYCLINE HYDROCHLORIDE,OXYTETRACYCLINE HCL,Tetroxy HCA,"Bimeda, Inc.","61133-5010-1,61133-5010-2,61133-5010-3",,,https://www.accessdata.fda.gov/spl/data/a8755727-65d8-490d-8cd9-bb7479dd1971/a8755727-65d8-490d-8cd9-bb7479dd1971.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200165,SULFADIMETHOXINE,SULFADIMETHOXINE CONCENTRATED SOLUTION 12.5%,Sulfadimethoxine Concentrated Solution 12.5%,Aspen Veterinary Resources Ltd,46066-081-11,,,https://www.accessdata.fda.gov/spl/data/2dafa601-67e5-45bd-85bd-1b49c5c0c40c/2dafa601-67e5-45bd-85bd-1b49c5c0c40c.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200165,SULFADIMETHOXINE,SULFADIMETHOXINE CONCENTRATED SOLUTION 12.5%,Sulfadimethoxine Concentrated Solution 12.5%,Cronus Pharma LLC,69043-025-89,,,https://www.accessdata.fda.gov/spl/data/bf1c1c8c-7bf0-4d59-9eda-8e3b11933332/bf1c1c8c-7bf0-4d59-9eda-8e3b11933332.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200165,SULFADIMETHOXINE,SULFADIMETHOXINE CONCENTRATED SOLUTION 12.5%,Sulfadimethoxine Concentrated Solution 12.5%,MWI ANIMAL HELATH,86136-110-47,,,https://www.accessdata.fda.gov/spl/data/31655265-4b89-4dad-9d2c-acc312ec9b5a/31655265-4b89-4dad-9d2c-acc312ec9b5a.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200180,AMPICILLIN TRIHYDRATE,AMPICILLIN,Ampicillin,US Vet Inc,86108-946-01,,,https://www.accessdata.fda.gov/spl/data/5c1ed4a3-1a51-40f1-8366-283acac482cf/5c1ed4a3-1a51-40f1-8366-283acac482cf.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200189,LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN HYDROCHLORIDE,Lincomycin Hydrochloride Soluble Powder,"Huvepharma, Inc.","23243-6752-1,23243-6752-2,23243-6752-3,23243-6752-4,23243-6752-5,23243-6752-6",,,https://www.accessdata.fda.gov/spl/data/1d213bfa-47ca-4e9d-8a93-acb495c1def6/1d213bfa-47ca-4e9d-8a93-acb495c1def6.xml,1,6,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200239,BUTORPHANOL TARTRATE,BUTORPHANOL TARTRATE,Dolorex,Schering Corporation,57926-722-66,,,https://www.accessdata.fda.gov/spl/data/6ca0c84e-df08-49f9-946b-fa4043346358/6ca0c84e-df08-49f9-946b-fa4043346358.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200247,OXYTETRACYCLINE HYDROCHLORIDE,OXYTETRACYCLINE HCL,Tetroxy 343,"Bimeda, Inc.","61133-3401-1,61133-3401-2,61133-3401-3,61133-3401-4",,,https://www.accessdata.fda.gov/spl/data/738a67d9-a93b-43e6-9501-f1cfffa059fb/738a67d9-a93b-43e6-9501-f1cfffa059fb.xml,1,4,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200251,SULFADIMETHOXINE,SULFADIMETHOXINE ORAL SOLUTION,Sulforal,Dechra Veterinary Products,17033-415-01,,,https://www.accessdata.fda.gov/spl/data/772be955-bc31-4690-bf6e-c0ea441b5270/772be955-bc31-4690-bf6e-c0ea441b5270.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200253,DINOPROST TROMETHAMINE,DINOPROST TROMETHAMINE,ProstaMate Sterile,"Bimeda, Inc.",61133-4001-1,,,https://www.accessdata.fda.gov/spl/data/9c9cb4c2-0be7-461d-8ba4-f31b828cb235/9c9cb4c2-0be7-461d-8ba4-f31b828cb235.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200266,PHENYLBUTAZONE,PHENYLBUTAZONE,BUTEQUINE,"Vetoquinol USA, Inc.",17030-100-60,,,https://www.accessdata.fda.gov/spl/data/2fa4595c-8541-4285-bd1d-b202e92b1314/2fa4595c-8541-4285-bd1d-b202e92b1314.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200306,OXYTETRACYCLINE,OXYTETRACYCLINE,Oxytetracycline 200,Norbrook Laboratories Limited,"55529-004-02,55529-004-04,55529-004-05",,,https://www.accessdata.fda.gov/spl/data/c4217575-5042-4376-bee1-9cc17a2dab77/c4217575-5042-4376-bee1-9cc17a2dab77.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200306,OXYTETRACYCLINE,OXYTETRACYCLINE,Terra-Vet 200,Aspen Veterinary Resources,"46066-007-02,46066-007-04,46066-007-05",,,https://www.accessdata.fda.gov/spl/data/e9b6093c-e97f-4cc9-b52d-20b0155045a9/e9b6093c-e97f-4cc9-b52d-20b0155045a9.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200306,OXYTETRACYCLINE,OXYTETRACYCLINE,Vetrimycin 200,MWI Veterinary Supply Co,"13985-035-02,13985-035-04,13985-035-05",,,https://www.accessdata.fda.gov/spl/data/0304ff36-2cbc-477e-b452-ab5bea25b110/0304ff36-2cbc-477e-b452-ab5bea25b110.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200308,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Flunixin,"BUTLER ANIMAL HEALTH SUPPLY, LLC dba COVETRUS NORTH AMERICA","11695-7021-1,11695-7021-2",,,https://www.accessdata.fda.gov/spl/data/a59b357a-623b-4d0a-92e2-6ad00347eee1/a59b357a-623b-4d0a-92e2-6ad00347eee1.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200308,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Flunixin,Norbrook Laboratories Limited,"55529-006-01,55529-006-02,55529-006-04",,,https://www.accessdata.fda.gov/spl/data/3f9dcd9c-eb7a-412d-8e74-305cb3b9f125/3f9dcd9c-eb7a-412d-8e74-305cb3b9f125.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200308,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Prevail,MWI Veterinary Supply Co,"13985-018-02,13985-018-04",,,https://www.accessdata.fda.gov/spl/data/b1a38790-7384-41dc-9902-e3570d705f01/b1a38790-7384-41dc-9902-e3570d705f01.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200308,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,VETAMEG,Aspen Veterinary Resources,"46066-008-02,46066-008-04",,,https://www.accessdata.fda.gov/spl/data/d011059d-eda7-46e9-95cf-3c4905bbf80e/d011059d-eda7-46e9-95cf-3c4905bbf80e.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200310,CLOPROSTENOL SODIUM,CLOPROSTENOL SODIUM,ESTROPLAN,Parnell Technologies Pty Ltd,"68504-001-01,68504-001-02",,,https://www.accessdata.fda.gov/spl/data/c63d99f9-84a0-4e18-9f05-2767c45baf58/c63d99f9-84a0-4e18-9f05-2767c45baf58.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200310,CLOPROSTENOL SODIUM,CLOPROSTENOL SODIUM,SYNCHSURE,Boehringer Ingelheim Animal Health USA Inc.,0010-3549-01,,,https://www.accessdata.fda.gov/spl/data/a97d18c9-13a8-4405-9ccf-49ca3963aead/a97d18c9-13a8-4405-9ccf-49ca3963aead.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200315,LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN,LINCOMYCIN,"Sparhawk Laboratories, Inc.",58005-636-04,,,https://www.accessdata.fda.gov/spl/data/a7259d9f-4419-42c2-bc4e-3b24cdb59463/a7259d9f-4419-42c2-bc4e-3b24cdb59463.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200315,LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN,LINCOMYCIN,VetTek,60270-343-10,,,https://www.accessdata.fda.gov/spl/data/2bb7ad5f-62a1-4de7-8ad7-fa41e502ac06/2bb7ad5f-62a1-4de7-8ad7-fa41e502ac06.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200315,LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN,LINCOMYCIN 300,"MWI Veterinary Supply, Inc.",13985-577-10,,,https://www.accessdata.fda.gov/spl/data/1474f7fa-f4c2-4a7a-8717-9f8391d4328e/1474f7fa-f4c2-4a7a-8717-9f8391d4328e.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200322,BUTORPHANOL TARTRATE,BUTORPHANOL TARTRATE,Torphadine,Dechra Veterinary Products,"17033-097-01,17033-097-05",,,https://www.accessdata.fda.gov/spl/data/1b24b1a0-8711-45b4-ac28-ebb4f390e15c/1b24b1a0-8711-45b4-ac28-ebb4f390e15c.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200332,BUTORPHANOL TARTRATE,BUTORPHANOL TARTRATE INJECTION,Butorphic,Cronus Pharma LLC,"69043-064-02,69043-064-05",,,https://www.accessdata.fda.gov/spl/data/43b8b979-9c8e-4776-b03e-22b7f7e05fe5/43b8b979-9c8e-4776-b03e-22b7f7e05fe5.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200334,PHENYLBUTAZONE,PHENYLBUTAZONE,EQUIZONE 50/100,A&G Pharmaceuticals,"57699-001-11,57699-001-22",,,https://www.accessdata.fda.gov/spl/data/ad5f4e1f-f12b-4a2d-9882-402f8ca3728a/ad5f4e1f-f12b-4a2d-9882-402f8ca3728a.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200334,PHENYLBUTAZONE,PHENYLBUTAZONE,PHENYLBUTE,Clipper Distributing Company LLC,"57319-509-61,57319-509-62",,,https://www.accessdata.fda.gov/spl/data/55a9268c-d0b3-411f-848e-ee1bb4048e38/55a9268c-d0b3-411f-848e-ee1bb4048e38.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200341,IVERMECTIN,IVERMECTIN,SPARMECTIN E,"Sparhawk Laboratories, Inc.","58005-725-04,58005-725-05",,,https://www.accessdata.fda.gov/spl/data/57e348ce-062e-4b54-b5ff-a1d9f3a594f6/57e348ce-062e-4b54-b5ff-a1d9f3a594f6.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200364,SPECTINOMYCIN,SPECTINOMYCIN,SpectoGard Scour-Chek,"Bimeda, Inc.","61133-6002-5,61133-6002-6,61133-6002-7",,,https://www.accessdata.fda.gov/spl/data/534f1428-ec26-4da4-a35d-d3eac93949df/534f1428-ec26-4da4-a35d-d3eac93949df.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200368,LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN,LincoBac 300,MWI/VetOne,13985-576-10,,,https://www.accessdata.fda.gov/spl/data/045b1250-2b85-4e67-8caa-50d833b8dce9/045b1250-2b85-4e67-8caa-50d833b8dce9.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200368,LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN,Lincomycin,Aspen Veterinary Resources,46066-502-02,,,https://www.accessdata.fda.gov/spl/data/73bbd0ad-0a1e-4b5a-800a-654f3ac9cc22/73bbd0ad-0a1e-4b5a-800a-654f3ac9cc22.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200371,PHENYLBUTAZONE,PHENYLBUTAZONE,EQUI-PHAR,"Vedco, Inc.",50989-425-12,,,https://www.accessdata.fda.gov/spl/data/ff776fe0-3483-47d2-b5a3-269eaa68ddee/ff776fe0-3483-47d2-b5a3-269eaa68ddee.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200371,PHENYLBUTAZONE,PHENYLBUTAZONE,PHENYLBUTAZONE,"Aspen Veterinary Resources, Ltd.",46066-282-04,,,https://www.accessdata.fda.gov/spl/data/fb1bc180-0cb5-4732-af0c-726c017737e8/fb1bc180-0cb5-4732-af0c-726c017737e8.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200371,PHENYLBUTAZONE,PHENYLBUTAZONE,PHENYLBUTAZONE,Covetrus North America,11695-4152-1,,,https://www.accessdata.fda.gov/spl/data/cbcd7a32-a9b5-464c-b546-4103644adb51/cbcd7a32-a9b5-464c-b546-4103644adb51.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200371,PHENYLBUTAZONE,PHENYLBUTAZONE,PHENYLBUTAZONE,MWI/VetOne,13985-825-04,,,https://www.accessdata.fda.gov/spl/data/58cde899-bc6f-47df-a093-37c7a3839fa0/58cde899-bc6f-47df-a093-37c7a3839fa0.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200371,PHENYLBUTAZONE,PHENYLBUTAZONE,PHENYLBUTE,"Clipper Distributing Company, LLC",57319-508-05,,,https://www.accessdata.fda.gov/spl/data/24ae8037-9f58-4b61-9f81-2dc027b822cf/24ae8037-9f58-4b61-9f81-2dc027b822cf.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200373,FUROSEMIDE,FUROSEMIDE,Furosemide 1%,"Butler Animal health Supply, LLC dba Covetrus North America",11695-2222-2,,,https://www.accessdata.fda.gov/spl/data/cde3981c-0e11-4148-80cc-f09cb4d5349d/cde3981c-0e11-4148-80cc-f09cb4d5349d.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200373,FUROSEMIDE,FUROSEMIDE,Furosemide 1%,FIRST PRIORITY INCORPORATED,58829-303-60,,,https://www.accessdata.fda.gov/spl/data/a15cf9ff-8911-42e9-8157-3f1748af3dfa/a15cf9ff-8911-42e9-8157-3f1748af3dfa.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200373,FUROSEMIDE,FUROSEMIDE,Furosemide 1%,MWI,13985-303-60,,,https://www.accessdata.fda.gov/spl/data/c045bf53-a1de-4167-a958-52d710aab4eb/c045bf53-a1de-4167-a958-52d710aab4eb.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200377,LINCOMYCIN HYDROCHLORIDE,LINCOMYCIN HYDROCHLORIDE,LinxMed-SP,"Bimeda, Inc.","61133-5482-1,61133-5482-2,61133-5482-3,61133-5482-4,61133-5482-5",,,https://www.accessdata.fda.gov/spl/data/c62a51ab-ca9f-4809-b48b-601af8764636/c62a51ab-ca9f-4809-b48b-601af8764636.xml,1,5,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200387,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Flunazine,"Bimeda, Inc.","61133-6006-2,61133-6006-3",,,https://www.accessdata.fda.gov/spl/data/45571215-3722-4b91-9131-cae64f1d82c7/45571215-3722-4b91-9131-cae64f1d82c7.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200387,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Flunixin,VetTek,60270-838-13,,,https://www.accessdata.fda.gov/spl/data/dc55824a-4674-4285-bec4-4bbffbd0d07f/dc55824a-4674-4285-bec4-4bbffbd0d07f.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200387,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,VetaMeg,Aspen Veterinary Resources,"46066-102-03,46066-102-04",,,https://www.accessdata.fda.gov/spl/data/ab56582c-a353-4cfd-8697-577bac55843b/ab56582c-a353-4cfd-8697-577bac55843b.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200433,PHENYLBUTAZONE,PHENYLBUTAZONE,PRIBUTAZONE,FIRST PRIORITY INCORPORATED,58829-334-10,,,https://www.accessdata.fda.gov/spl/data/23e15441-ae0a-498c-8d42-e4a05bde210a/23e15441-ae0a-498c-8d42-e4a05bde210a.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200433,PHENYLBUTAZONE,PHENYLBUTAZONE,Phenylbutazone Boluses,"Butler Animal health Supply, LLC dba Covetrus North America",11695-2213-1,,,https://www.accessdata.fda.gov/spl/data/ac9b07f7-71f5-4f4a-90eb-091579e75f9e/ac9b07f7-71f5-4f4a-90eb-091579e75f9e.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200433,PHENYLBUTAZONE,PHENYLBUTAZONE,VetriBute,MWI,13985-565-01,,,https://www.accessdata.fda.gov/spl/data/6cefbc30-688e-410f-b843-9fe576264108/6cefbc30-688e-410f-b843-9fe576264108.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200434,SULFAMETHAZINE,SODIUM SULFAMETHAZINE,SMZ-Med 454,"Bimeda, Inc.",61133-8001-1,,,https://www.accessdata.fda.gov/spl/data/b870374f-cc41-4591-8517-23e661a66047/b870374f-cc41-4591-8517-23e661a66047.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200455,TYLOSIN TARTRATE,TYLOSIN TARTRATE,BiloVet,"Bimeda, Inc.","61133-5600-1,61133-5600-2",,,https://www.accessdata.fda.gov/spl/data/418d7b47-66f5-4f51-bb5a-8b428dffe12e/418d7b47-66f5-4f51-bb5a-8b428dffe12e.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200455,TYLOSIN TARTRATE,TYLOSIN TARTRATE,Tylosin Soluble Powder,MWI/VetOne,"13985-710-05,13985-710-10",,,https://www.accessdata.fda.gov/spl/data/ae0c3f73-20f0-4e0a-b390-f0c2d746f4fb/ae0c3f73-20f0-4e0a-b390-f0c2d746f4fb.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200455,TYLOSIN TARTRATE,TYLOSIN TARTRATE,Tylosin Tartrate,"Aspen Veterinary Resources, LTD","46066-504-47,46066-504-48",,,https://www.accessdata.fda.gov/spl/data/c8ff5df1-ea94-417f-b91d-1d74e3c047e1/c8ff5df1-ea94-417f-b91d-1d74e3c047e1.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200473,TYLOSIN TARTRATE,TYLOSIN TARTRATE,Tylovet Soluble,"Huvepharma, Inc.",23243-2220-1,,,https://www.accessdata.fda.gov/spl/data/e4ad491c-0600-4087-8d2e-13d1cec9d5ee/e4ad491c-0600-4087-8d2e-13d1cec9d5ee.xml,1,1,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200476,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Flunixin-S,Norbrook Laboratories Limited,"55529-030-02,55529-030-04",,,https://www.accessdata.fda.gov/spl/data/96c868d1-cf83-41d2-82ea-c15ff47696b6/96c868d1-cf83-41d2-82ea-c15ff47696b6.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200476,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Vetameg S,Aspen Veterinary Resources,"46066-191-03,46066-191-04",,,https://www.accessdata.fda.gov/spl/data/97180501-9dea-434e-90b7-576b49394bed/97180501-9dea-434e-90b7-576b49394bed.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200489,FLUNIXIN MEGLUMINE,FLUNIXIN MEGLUMINE,Flunazine-S,"Bimeda, Inc.","61133-6015-2,61133-6015-3",,,https://www.accessdata.fda.gov/spl/data/c2906489-24f2-4111-8fb2-c3fed6d7e195/c2906489-24f2-4111-8fb2-c3fed6d7e195.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200495,ENROFLOXACIN,ENROFLOXACIN,Enroflox 100,Norbrook Laboratories Limited,"55529-152-02,55529-152-04,55529-152-05",,,https://www.accessdata.fda.gov/spl/data/e1dc3fda-f6e9-4569-a9b0-e21b0e005864/e1dc3fda-f6e9-4569-a9b0-e21b0e005864.xml,1,3,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200495,ENROFLOXACIN,ENROFLOXACIN,Enrofloxacin 100,"BUTLER ANIMAL HEALTH SUPPLY, LLC dba COVETRUS NORTH AMERICA","11695-7022-1,11695-7022-2",,,https://www.accessdata.fda.gov/spl/data/3c926f07-751a-4154-b24b-8d73fdb8cb79/3c926f07-751a-4154-b24b-8d73fdb8cb79.xml,1,2,Prescription
PRESCRIPTION ANIMAL DRUG,ANADA,ANADA200508,TYLOSIN,TYLOSIN,BiloVet,"Bimeda, Inc.","61133-4011-2,61133-4011-3",,,https://www.accessdata.fda.gov/spl/data/6b1ffd0e-e51b-49e9-82c1-0c41e302d342/6b1ffd0e-e51b-49e9-82c1-0c41e302d342.xml,1,2,Prescription
